adress,area,floor,price,rooms,total_floors,year
"Самара, Отважная улица, 27, Советский, Самара, Самарская область",41.0,7/13,2750000,1,14,2012
"Самара, Перекопская улица, 7, Советский, Самара, Самарская область",43.3,2/4,2200000,2,4,1965
"Самарская область,Самара,Промышленный район,Силовая улица,6, Промышленный, Самара, Самарская область",60.0,15/18,3950000,1,,
"ул Алма-Атинская, 5, Кировский, Самара, Самарская область",54.5,3/5,1600000,3,5,1989
"Дыбенко ул, 120А, Советский, Самара, Самарская область",66.0,9/10,4250000,2,13,2012
"Самара, Осетинская улица, 5, Куйбышевский, Самара, Самарская область",56.2,16/16,3100000,2,18,2016
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 20, подъезд 4, Красноглинский, Самара, Самарская область",57.0,2/3,2680000,2,3,2012
"Россия, Самарская область, Самара, Стара Загора ул, 102а, Промышленный, Самара, Самарская область",36.0,9/9,2150000,1,9,1981
"Самара, улица Степана Разина, 150, Самарский, Самара, Самарская область",257.0,11/12,23000000,5,2,1
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 13, Красноглинский, Самара, Самарская область",35.0,2/3,1499000,1,3,2012
"Россия, Самарская область, Самара, Мориса Тореза ул, 105А, Советский, Самара, Самарская область",66.0,10/10,4300000,3,9,1997
"Самара, проспект Карла Маркса, 4А, Железнодорожный, Самара, Самарская область",69.0,1/21,6000000,2,25,2015
"жилой район Южный Город - 1, Волжский район, Самарская область, Николаевский проспект, 6, Самара, Самарская область",58.6,2/5,3000000,2,5,2015
