adress,area,floor,price,rooms,total_floors,year,lat,lon
"Культуры пр-кт, 22к1, № 15, Санкт-Петербург",55.0,4/9,6228,5170000,2,9,1974,60.041629
"ул. Среднерогатская, д. 20, Звёздное, Санкт-Петербург",21.7,13/17,3110,2800000,0,18,2019,59.820282
"Светлановский пр-кт, 47, Светлановское, Санкт-Петербург",50.8,1/9,2285,7000000,2,,,60.012219
"Санкт-Петербург, улица Маршала Казакова, 84к1, Санкт-Петербург",40.0,22/25,3813,4950000,1,25,2016,59.870366
"территория Славянка, посёлок Шушары, Пушкинский район, Санкт-Петербург, Ростовская улица, 13-15, Пушкин, Санкт-Петербург",70.0,2/9,5393,4800000,2,9,2013,59.740316
"Петергоф, Санкт-Петербург, Озерковая улица, 5, Петергоф, Санкт-Петербург",53.2,1/3,58,4700000,2,,,59.867267
"Большой Сампсониевский д. 4, Сампсониевское, Санкт-Петербург",145.0,22/23,1529,27500000,3,23,2008,59.957354
"Большая Конюшенная ул, 5А, Дворцовый округ, Санкт-Петербург",82.0,1/4,697,15150000,2,4,1845,59.940294
"Санкт-Петербург, Туристская улица, 15к1, № 65, Санкт-Петербург",77.5,1/17,3113,7790000,3,9,2014,59.99701
"Санкт-Петербург, Лермонтовский проспект, 10/53, подъезд 6, Коломна, Санкт-Петербург",18.0,2/4,2289,2650000,0,4,1890,59.923026
"Спб, Марата, 13, Владимирский округ, Санкт-Петербург",73.0,4/4,6229,11699999,3,4,1859,59.92975
"Санкт-Петербург, улица Лёни Голикова, 42, Дачное, Санкт-Петербург",49.5,4/5,3814,4490000,4,5,1966,59.843191
"Санкт-Петербург, Пискарёвский проспект, 1, Большая Охта, Санкт-Петербург",108.0,7/10,3114,18360000,3,15,2016,59.957584
"посёлок Мурино, Всеволожский район, Ленинградская область, Петровский бульвар, 11к2, Санкт-Петербург",25.6,3/10,59,2930000,0,23,2016,60.057119
"Ленинградская область, Всеволожский район, посёлок Мурино, проспект Авиаторов Балтики, 1к1, Санкт-Петербург",26.0,11/16,1532,3300000,0,,,60.049981
"Санкт-Петербург, проспект Луначарского, 33к2, Сосновское, Санкт-Петербург",34.6,1/9,5394,3350000,1,9,1976,60.037944
"Санкт-Петербург, Столярный переулок, 9, Сенной округ, Санкт-Петербург",75.5,1/5,698,10500000,3,5,1788,59.927144
"Санкт-Петербург, Ушаковская набережная, 3к4, Чёрная речка, Санкт-Петербург",116.5,5/20,6231,16280000,3,20,2015,59.983369
"Санкт-Петербург, Арцеуловская аллея, 23к1, Коломяги, Санкт-Петербург",24.4,1/11,2291,3000000,0,21,2017,60.042415
"Санкт-Петербург, Пулковская улица, 8к1, Звёздное, Санкт-Петербург",107.0,15/23,3816,20100000,3,25,2011,59.838041
"Юрия Гагарина пр-кт, 45, лит. А, Звёздное, Санкт-Петербург",42.0,5/5,3119,4950000,2,5,1959,59.848841
"улица Бабушкина, 66к1, Обуховский округ, Санкт-Петербург",45.9,3/5,60,3970000,2,5,1961,59.864308
"Ленинградская область, Всеволожский район, посёлок Мурино, Петровский бульвар, 7, Санкт-Петербург",36.0,7/15,699,3990000,1,15,2016,60.055821
"Санкт-Петербург, Ушаковская набережная, 3к2, Чёрная речка, Санкт-Петербург",102.0,9/17,6233,14730000,3,17,2015,59.982235
"Россия, Санкт-Петербург, Песочная набережная, д.18, Чкаловское, Санкт-Петербург",163.4,11/77,1535,80000000,4,11,2006,59.972775
"Санкт-Петербург, Екатерининский проспект, 2, Полюстрово, Санкт-Петербург",35.2,14/25,5395,4700000,1,25,2017,59.977976
"Санкт-Петербург, Кирочная улица, 62, Смольнинское, Санкт-Петербург",107.0,6/6,2292,22900000,3,10,2017,59.941114
"Комендантский пр-кт, 13к1, Озеро Долгое, Санкт-Петербург",60.6,16/17,3817,7700000,2,25,2006,60.008878
"Санкт-Петербург, улица Оптиков, 34к1, № 65, Санкт-Петербург",72.5,7/14,3121,12395000,3,22,2015,59.999287
"г.Санкт-Петербург, ул. Диагональная, д. 10, Сампсониевское, Санкт-Петербург",59.0,3/6,64,7500000,3,6,1926,59.981019
"Санкт-Петербург, Будапештская улица, 104к2, Балканский, Санкт-Петербург",64.0,6/16,702,6800000,2,16,1990,59.832697
"Санкт-Петербург, посёлок Парголово, улица Михаила Дудина, 25к1, Парголово, Санкт-Петербург",56.7,15/25,1536,5999000,2,26,2011,60.071389
"Санкт-Петербург, Лиговский проспект, 65, Владимирский округ, Санкт-Петербург",110.2,6/7,5399,9450000,4,7,,59.925038
"Санкт-Петербург, проспект Стачек, 28, Нарвский округ, Санкт-Петербург",72.8,5/6,6243,8900000,3,6,1952,59.889516
"Санкт-Петербург, улица Лётчика Пилютова, 40к2, Константиновское, Санкт-Петербург",42.0,3/5,3122,3850000,3,5,1967,59.833927
"Санкт-Петербург, проспект Наставников, 26к2, Пороховые, Санкт-Петербург",51.0,6/9,3824,5000000,2,9,1984,59.946982
"Санкт-Петербург, Бронницкая улица, 37, Семёновский, Санкт-Петербург",13.2,1/7,2296,1970000,0,7,1912,59.911263
"Стачек пр-кт, 92к3, Автово, Санкт-Петербург",226.0,8/8,66,29000000,4,11,2011,59.868546
"Санкт-Петербург, Брянцева ул. 22 А, Прометей, Санкт-Петербург",44.6,3/5,1537,5250000,2,,,60.040195
"Санкт-Петербург, улица Щербакова, 29к1, Коломяги, Санкт-Петербург",80.9,6/9,69,8295000,3,9,2003,60.02811
"Санкт-Петербург, Московское шоссе, 14к1, Звёздное, Санкт-Петербург",158.5,6/7,704,24000000,4,9,1950,59.800096
"Санкт-Петербург, Петровский проспект, 14, Петровский округ, Санкт-Петербург",134.0,9/10,1542,39000000,2,10,2007,59.957935
"Лиственная улица, 18к1, Светлановское, Санкт-Петербург",104.6,1/25,70,10300000,3,25,2015,60.028096
"Санкт-Петербург, проспект Просвещения, 68к1, Северный, Санкт-Петербург",52.0,9/13,706,5200000,2,13,1985,60.059571
"Ударников пр-кт, 33А, Пороховые, Санкт-Петербург",47.3,6/23,1544,4690000,1,23,2004,59.952984
"Красносельское (Горелово) шоссе, 46, Горелово, Санкт-Петербург",32.7,1/5,78,3100000,1,5,1971,59.788723
"Санкт-Петербург, проспект Космонавтов, 102к3, Гагаринское, Санкт-Петербург",25.0,13/17,707,3950000,0,,2018,59.830988
"Санкт-Петербург, проспект Просвещения, 43, № 15, Санкт-Петербург",71.6,21/25,1550,7815000,3,29,2017,60.053952
"Парголово п, Валерия Гаврилина ул, 3к2, Парголово, Санкт-Петербург",79.6,7/25,80,8500000,3,27,2012,60.073167
"Санкт-Петербург, Планерная улица, 19к1, № 65, Санкт-Петербург",52.2,1/12,2298,6070000,2,,,60.023587
"Санкт-Петербург, улица Есенина, 12к1, Сосновское, Санкт-Петербург",65.7,2/9,710,6100000,3,9,1978,60.039153
"Санкт-Петербург, Петровский проспект, 24к3, Петровский округ, Санкт-Петербург",39.3,4/9,3827,9100000,1,9,2018,59.959435
"ул Рижская, 14, Малая Охта, Санкт-Петербург",58.0,1/5,3125,6990000,2,5,1959,59.920731
"Санкт-Петербург, улица Бурцева, 13, подъезд 2, Ульянка, Санкт-Петербург",49.0,3/5,5401,4550000,4,5,1968,59.835654
"Нахимова ул., д.20, Гавань, Санкт-Петербург",42.0,9/18,83,6400000,1,25,2011,59.940366
"Санкт-Петербург, проспект Просвещения, 43, № 15, Санкт-Петербург",77.7,17/25,1551,8480000,3,29,2017,60.053952
"Санкт-Петербург, Глухая Зеленина улица, 6, Чкаловское, Санкт-Петербург",37.3,2/9,6244,6190000,1,11,2015,59.964147
"Санкт-Петербург, Богатырский проспект, 22к1, № 65, Санкт-Петербург",87.7,1/16,2300,11200000,3,17,2011,60.008698
"Санкт-Петербург, улица Партизана Германа, 23, Урицк, Санкт-Петербург",45.2,8/9,711,4150000,2,,,59.836757
